"","HYY_META.T336","Time","HYY_EDDY233.u_star","HYY_EDDY233.NEE","HYY_META.PAR2","HYY_META.diffPAR","HYY_META.RHTd","HYY_META.tsoil_A","HYY_META.tsoil_B2","DiffuseFract","VaporPressureDeficit"
"413",16.53833,2017-08-08 11:00:00,0.4968,-11.322,675.74042,641.88807,71.674,11.5565,10.688,0.949903322343808,533.201435979586
"414",15.98033,2017-08-10 10:00:00,0.47799,-3.167,187.86478,187.16379,94.70233,12.728,10.946,0.996268645991016,96.2373722408345
"415",17.369,2017-08-10 11:00:00,0.70556,-12.725,890.20481,553.78789,82.04767,12.764,10.935,0.622090426583968,356.202583304421
"416",18.26067,2017-08-10 12:00:00,0.84097,-9.674,624.97946,359.94455,72.12133,12.864,10.936,0.575930207370335,585.10322128921
"417",18.58933,2017-08-10 13:00:00,0.67143,-7.085,783.48626,380.44872,70.04067,12.9715,10.917,0.485584418544877,641.855734267282
"418",19.69833,2017-08-11 12:00:00,0.62501,-15.755,1255.2227,454.35388,57.07433,12.695,10.973,0.361970732364862,985.454057558229
"419",21.39067,2017-08-11 15:00:00,0.75532,-9.58,1090.37443,268.09974,54.03133,13.169,10.948,0.245878601536905,1171.35015501419
"420",19.92633,2017-08-12 13:00:00,0.28528,1.193,137.38541,137.03644,66.97567,13.259,11.097,0.997459919506737,768.938900891916
"421",19.58633,2017-08-12 14:00:00,0.37224,-3.677,445.58636,407.44073,77.07633,13.359,11.109,0.914392285257565,522.617615612437
"422",19.79333,2017-08-12 15:00:00,0.59834,-10.256,441.2704,435.61452,79.72867,13.444,11.104,0.987182734214668,468.12364937037
"423",18.20733,2017-08-17 11:00:00,0.48082,-20.968,1070.38607,658.47578,64.848,12.8915,11.113,0.615175961697633,735.286500620763
"424",18.92433,2017-08-17 12:00:00,0.28985,-14.68,1097.05547,749.23698,63.00767,13.013,11.097,0.682952686066093,809.302424878355
"425",18.488,2017-08-17 13:00:00,0.32067,-11.99,601.01743,594.31075,64.35867,13.1615,11.095,0.988841122294906,758.759007271397
"426",19.56567,2017-08-17 14:00:00,0.48291,-14.723,1058.07014,558.8271,60.51067,13.299,11.112,0.528156951863323,899.129820859766
"427",19.41467,2017-08-17 15:00:00,0.45446,-7.869,497.36428,473.65394,66.50067,13.4155,11.123,0.952328020017843,755.619451521105
"428",17.529,2017-08-18 10:00:00,0.332,-8.854,415.17868,412.24722,85.72833,13.3485,11.362,0.992939280986201,286.048098720054
"429",17.511,2017-08-18 11:00:00,0.33709,-6.341,345.67794,344.74474,84.41667,13.434,11.358,0.997300377339671,311.983165227416
"430",17.55433,2017-08-18 12:00:00,0.30861,-4.51,365.20206,361.43994,85.24333,13.531,11.354,0.98969852470164,296.242122289116
"431",18.20167,2017-08-18 13:00:00,0.48457,-15.642,745.8857,709.87428,78.616,13.6065,11.37,0.951719921698459,447.137597489995
"432",18.914,2017-08-18 14:00:00,0.58139,-18.911,903.37688,685.71489,70.58267,13.68,11.349,0.759057382562193,643.164917567811
"433",16.66,2017-08-19 14:00:00,0.88765,-5.834,313.57598,312.90926,95.21967,13.674,11.5,0.997873816738132,90.6824268066898
"434",17.00333,2017-08-19 15:00:00,0.57728,3.167,70.72634,70.90222,96.17733,13.7265,11.514,1.00248676801316,74.1128911296687
"436",13.35267,2017-08-31 11:00:00,0.20232,-2.206,207.97498,207.80454,95.75714,11.748,10.393,0.999180478344078,65.0505695002539
"442",12.99633,2018-07-04 10:00:00,0.22853,-3.468,263.92084,262.84849,95.93967,11.033,9.293,0.995936849852403,60.8197514929445
"443",14.65233,2018-07-05 10:00:00,0.60018,-18.789,1047.06431,850.74758,96.68,11.325,9.504,0.812507476259983,55.3807079993007
"444",16.69767,2018-07-05 11:00:00,0.53649,-12.275,793.31188,752.86602,81.488,11.414,9.49,0.949016444831256,352.012413454652
"445",17.33467,2018-07-05 12:00:00,0.61053,-16.86,945.78023,871.63392,76.801,11.5555,9.48,0.921603023992159,459.307230211004
"446",19.048,2018-07-05 14:00:00,0.75386,-12.107,646.31577,638.34699,65.12767,11.875,9.47,0.987670454025901,768.831606837852
"447",18.62933,2018-07-05 15:00:00,0.49943,-5.39,383.66018,383.59966,69.71933,12.029,9.481,0.99984225623832,650.366092270408
"448",19.45033,2018-07-07 10:00:00,0.90485,-15.953,1480.30423,268.05874,60.28367,12.2,9.966,0.181083546589609,897.840201097595
"449",19.708,2018-07-07 11:00:00,0.84591,-13.113,1201.56331,405.53257,58.63033,12.31,9.969,0.33750412202583,950.30261823138
"450",19.76967,2018-07-07 12:00:00,0.86215,-12.147,1316.39105,445.2147,60.33467,12.459,9.967,0.338208543730224,914.644340953843
"451",19.48667,2018-07-07 13:00:00,0.89576,-10.76,1177.19226,432.83218,61.27333,12.5875,9.957,0.367681809256884,877.447431091987
"452",18.99767,2018-07-08 14:00:00,0.56466,-11.984,725.89829,688.77406,58.88067,12.499,10.115,0.948857532093098,903.717894908594
"453",19.00167,2018-07-08 15:00:00,0.44553,-7.87,405.62304,404.9924,60.307,12.595,10.11,0.998445255969681,872.587834527673
"454",18.859,2018-07-10 10:00:00,0.63932,-13.625,1448.91163,214.13408,49.53867,12.25,10.363,0.147789606740889,1099.47734000454
"455",19.35133,2018-07-10 11:00:00,0.75536,-14.063,1536.14343,195.32593,45.00133,12.3295,10.322,0.127153445560744,1235.68610471472
"456",20.861,2018-07-10 13:00:00,0.67477,-15.913,1590.982,232.81214,41.257,12.6625,10.32,0.146332353225869,1448.98880383454
"457",18.66767,2018-07-11 11:00:00,0.34704,-6.27,265.6232,265.62203,61.48333,12.748,10.447,0.999995595264269,829.244866842668
"458",19.074,2018-07-11 12:00:00,0.22081,-7.479,582.87923,574.50065,58.098,12.864,10.455,0.985625530009021,925.313995665008
"459",19.735,2018-07-11 14:00:00,0.39004,-8.11,400.34529,399.77483,54.64967,13.074,10.446,0.998575080026544,1043.48873334386
"460",20.61367,2018-07-11 15:00:00,0.43176,-22.89,1403.44173,617.31977,48.15833,13.1625,10.443,0.439861347146917,1259.43744418566
"461",22.66833,2018-07-13 10:00:00,0.58349,-10.179,1165.13474,621.96011,47.72633,13.619,10.836,0.533809600424411,1439.8629743243
"462",23.15033,2018-07-13 11:00:00,0.39933,-5.464,496.19761,451.73467,45.802,13.78,10.825,0.910392676014703,1537.06210991303
"463",22.045,2018-07-13 12:00:00,0.31656,-2.353,324.66245,301.23612,58.185,13.9525,10.847,0.927844042327655,1108.9588141461
"464",22.13167,2018-07-13 13:00:00,0.34981,-4.937,470.98601,455.25584,57.36897,14.06,10.856,0.966601619440883,1136.58472654908
"466",24.96333,2018-07-13 15:00:00,0.37205,-10.56,1416.9145,406.09647,36.67667,14.257,10.86,0.286606192540199,2002.22039907649
"467",22.114,2018-07-14 10:00:00,0.48101,-16.041,1366.78683,364.24949,61.48633,13.853,11.122,0.26650058517172,1025.70765382758
"468",22.58367,2018-07-14 11:00:00,0.33178,-14.099,1333.21747,370.47416,60.18433,13.9905,11.112,0.277879767057058,1091.09345883687
"469",23.21633,2018-07-14 12:00:00,0.44165,-10.105,1374.79489,473.68791,52.69867,14.185,11.114,0.344551695271431,1346.82991225831
"470",24.118,2018-07-14 13:00:00,0.19932,-10.037,1288.34718,375.74971,47.232,14.335,11.108,0.291652526456417,1586.25927164311
"471",24.104,2018-07-14 14:00:00,0.51798,-5.382,737.04972,312.52565,44.45133,14.5115,11.128,0.424022479786031,1668.44760456577
"472",24.57167,2018-07-14 15:00:00,0.67135,-9.908,1179.11821,273.81598,43.56207,14.6235,11.138,0.232220974689213,1743.28909065186
"473",26.14733,2018-07-16 10:00:00,0.22669,-9.887,1416.00513,283.65048,33.201,14.249,11.487,0.200317409867011,2265.77999429264
"474",26.61867,2018-07-16 11:00:00,0.43489,-11.143,1166.12471,388.97857,35.88433,14.419,11.464,0.333565155308303,2236.02907514358
"475",26.95172,2018-07-16 12:00:00,0.23962,-9.905,1583.0393,345.0906,33.583,14.6515,11.466,0.217992440238218,2362.06620240656
"476",28.44433,2018-07-16 15:00:00,0.50946,-4.901,1341.5254,321.91902,28.23767,15.1375,11.462,0.239964908603296,2784.45090499666
"477",26.95433,2018-07-18 10:00:00,0.70793,-8.13,1407.6106,322.1599,40.938,15.33,12.094,0.228870044030643,2100.81342143041
"478",27.73567,2018-07-18 12:00:00,0.82099,-8.043,1602.61653,320.57807,34.60267,15.7045,12.07,0.200034171618085,2434.9787741172
"479",27.808,2018-07-18 13:00:00,0.67909,-6.832,1586.34403,301.22888,32.84833,15.8775,12.059,0.189888746894329,2510.86954771111
"480",28.13467,2018-07-18 14:00:00,0.83008,-6.054,1487.27527,272.09711,31.12,16.075,12.075,0.182950066802361,2624.96073904433
"481",28.25167,2018-07-18 15:00:00,0.80016,-5.36,1347.52017,275.7229,29.89967,16.229,12.094,0.204615044834542,2689.70115284412
"482",24.136,2018-07-20 10:00:00,0.63285,-10.729,829.28217,610.67376,45.689,15.349,12.287,0.736388387561739,1634.4065496383
"483",25.21167,2018-07-20 11:00:00,0.64543,-5.936,991.33135,695.2414,43.126,15.465,12.268,0.701320905467178,1825.08000880804
"484",25.78833,2018-07-20 12:00:00,0.74006,-13.992,1248.17793,774.34926,43.97067,15.629,12.262,0.620383714043077,1860.56319683771
"485",26.05033,2018-07-20 13:00:00,0.61403,-7.954,912.42696,681.75758,43.69967,15.799,12.259,0.747191402586351,1898.76110674675
"486",26.448,2018-07-20 14:00:00,0.73459,-7.965,1064.7795,786.09654,42.98667,15.968,12.258,0.738271670331745,1968.45637488293
"487",20.46667,2018-07-21 10:00:00,0.45082,-11.305,967.48406,849.06447,86.58133,15.8225,12.712,0.877600474368539,323.051435294458
"488",21.37,2018-07-21 11:00:00,0.4845,-9.441,705.76364,541.54813,81.047,15.9535,12.696,0.767322229861544,482.339672877236
"489",21.14,2018-07-21 12:00:00,0.30982,-4.057,501.50876,455.88909,84.701,16.109,12.7,0.909035148259424,383.896906909331
"490",21.82133,2018-07-21 13:00:00,0.43035,-8.099,289.55931,288.69821,81.2025,16.1985,12.695,0.997026170562432,491.767246777985
"491",20.83467,2018-07-21 14:00:00,0.45005,0.492,1493.05709,891.05423,89.25571,16.505,13.126,0.596798498843738,264.596085150143
"493",20.26667,2018-07-22 10:00:00,0.67001,-16.662,881.1325,494.20502,75.70633,16.154,13.17,0.560874806002502,577.688616586858
"494",21.012,2018-07-22 11:00:00,0.71702,-13.094,959.92553,464.4188,71.102,16.2525,13.176,0.483807113662244,719.46023808506
"495",22.40133,2018-07-22 12:00:00,0.61976,-12.113,1260.71885,495.50378,64.20033,16.324,13.155,0.393032736838987,970.238533096333
"496",23.00333,2018-07-22 13:00:00,0.71691,-9.708,1135.30686,453.12461,59.35133,16.4125,13.146,0.399120824479119,1142.60307167407
"497",23.86433,2018-07-22 14:00:00,0.52486,-11.746,1079.70165,456.5322,54.64,16.5015,13.127,0.422831807286763,1342.96177702647
"498",24.39567,2018-07-22 15:00:00,0.67436,-9.442,1046.52174,377.47957,51.76033,16.6075,13.13,0.360699214905942,1474.45580992082
"499",22.345,2018-07-23 10:00:00,0.39677,-11.981,1209.46016,314.89796,60.226,15.0875,13.027,0.260362408299584,1074.26626833859
"500",23.11067,2018-07-23 11:00:00,0.4841,-14.567,1526.0701,355.57967,55.57067,15.2515,12.993,0.233003497021533,1257.00549897619
"501",23.53433,2018-07-23 12:00:00,0.46286,-8.459,1020.28129,358.20771,50.965,15.4585,12.976,0.35108720850894,1423.22889417575
"502",24.516,2018-07-23 13:00:00,0.48998,-12.797,1525.77583,311.37516,44.53033,15.6475,12.959,0.204076610651251,1707.68897561488
"503",24.88967,2018-07-23 14:00:00,0.42143,-7.716,1423.0015,244.35939,39.65467,15.8465,12.953,0.171721105002349,1899.70091681342
"505",25.99233,2018-07-26 10:00:00,0.39506,-11.066,1422.47317,476.1077,43.62633,16.289,13.347,0.334704168796379,1894.72818918239
"506",26.355,2018-07-26 11:00:00,0.30682,-8.869,1064.79642,371.07717,45.143,16.4355,13.323,0.348495884311858,1883.65402314065
"507",27.05467,2018-07-26 12:00:00,0.37633,-13.774,1420.32244,663.21499,41.991,16.624,13.304,0.466946780056506,2075.54032309266
"508",27.427,2018-07-26 13:00:00,0.70477,-7.609,1378.34846,417.97043,39.47967,16.8115,13.31,0.30324003118921,2213.12716446364
"509",28.00033,2018-07-26 14:00:00,0.51156,-9.197,1362.38573,342.3908,36.98233,16.9775,13.301,0.251317077432982,2382.84979640795
"510",28.34433,2018-07-26 15:00:00,0.56737,-7.638,1236.26583,333.47188,35.34667,17.1185,13.314,0.269741241655122,2494.09342494366
"511",26.60333,2018-07-27 10:00:00,0.50716,-10.835,1302.2441,359.46079,47.97533,16.5205,13.515,0.276031805404225,1812.71945870909
"512",27.36467,2018-07-27 11:00:00,0.40998,-6.262,1452.25677,374.67117,43.144,16.696,13.487,0.257992372795067,2071.56246071724
"513",27.75433,2018-07-27 12:00:00,0.56995,-7.507,826.83978,451.90124,41.88833,16.9125,13.474,0.546540274102439,2166.06400321604
"514",29.338,2018-07-27 15:00:00,0.85479,-4.475,1376.2509,431.7766,34.08967,17.375,13.462,0.31373392744012,2693.04674940446
"515",24.35367,2018-07-28 10:00:00,0.88098,-16.37,1274.42108,340.35403,64.10133,16.9405,13.721,0.267065599699591,1094.49579973642
"516",25.267,2018-07-28 11:00:00,0.91328,-16.823,1442.85653,298.75055,55.34067,17.06,13.692,0.207054924580755,1437.83501293157
"517",25.59333,2018-07-28 12:00:00,0.82975,-13.93,1509.07373,397.83965,54.67467,17.218,13.676,0.263631684848162,1487.82552138155
"518",25.53,2018-07-28 13:00:00,0.93033,-12.15,1002.52449,518.6312,54.97,17.375,13.68,0.517325217661266,1472.58947822216
"519",25.892,2018-07-28 14:00:00,0.96998,-13.477,1361.19473,330.4576,52.32933,17.5125,13.687,0.242770261092621,1592.74035112838
"520",25.806,2018-07-28 15:00:00,0.91808,-11.856,1195.2466,343.27401,54.22667,17.621,13.692,0.28719931937058,1521.58368450152
"521",25.97867,2018-08-01 10:00:00,0.40278,-10.499,1250.1314,395.0016,54.68933,16.815,14.006,0.315968065436961,1521.66959535965
"522",26.75433,2018-08-01 11:00:00,0.49272,-10.792,1402.0216,374.00725,51.292,17.0065,13.985,0.266762830187495,1712.29361063368
"523",27.45133,2018-08-01 12:00:00,0.43259,-5.757,1090.05641,515.84343,48.392,17.221,13.954,0.47322636266136,1889.90492209245
"524",27.74033,2018-08-01 13:00:00,0.35448,-7.78,872.21466,493.40075,47.31967,17.449,13.952,0.565687293079894,1962.01227532323
"525",28.09,2018-08-01 14:00:00,0.54611,-4.077,680.25581,498.92923,46.24967,17.642,13.952,0.733443540893829,2043.06501745512
"526",28.33733,2018-08-01 15:00:00,0.25283,-5.517,607.84536,414.20382,44.731,17.789,13.948,0.681429599133569,2131.21306485156
"527",25.96,2018-08-02 10:00:00,0.48144,-7.818,1266.07463,391.6444,54.80667,17.3125,14.16,0.309337530916325,1516.05445018137
"528",26.992,2018-08-02 11:00:00,0.68943,-7.365,968.5746,410.55051,49.779,17.4365,14.141,0.423870820068996,1790.29530987328
"529",27.62833,2018-08-02 12:00:00,0.74419,-9.131,1448.27775,466.11842,48.54567,17.6,14.127,0.321843251406714,1903.86543032488
"530",27.934,2018-08-02 13:00:00,0.86236,-9.215,1481.397,480.94405,48.4,17.7825,14.123,0.324655747243987,1943.59742662121
"531",28.396,2018-08-02 14:00:00,0.62054,-8.288,1444.1449,488.25851,46.882,17.9565,14.109,0.338095235457328,2055.2586387335
"532",28.63933,2018-08-02 15:00:00,0.77407,-6.499,1278.96858,651.00819,43.22767,18.1275,14.113,0.509010307352507,2227.87421656517
"533",23.33667,2018-08-03 10:00:00,0.56297,-15.234,1296.3398,649.87063,72.76567,16.824,14.33,0.501311947685321,781.106903052847
"534",24.07267,2018-08-03 11:00:00,0.5602,-12.186,1154.70357,517.20104,64.90933,17.024,14.309,0.447908063538766,1051.99683300009
"535",24.92267,2018-08-03 12:00:00,0.50055,-12.793,1144.75147,491.46834,56.388,17.201,14.27,0.429323178768226,1375.63068163827
"536",26.08133,2018-08-03 13:00:00,0.87168,-10.782,1499.2523,476.43603,44.669,17.3865,14.264,0.317782423945589,1869.49093695109
"537",25.87833,2018-08-03 14:00:00,0.76471,-10.763,1154.75555,437.33056,42.06233,17.5465,14.254,0.37872133197368,1934.20944496822
"538",26.06967,2018-08-03 15:00:00,0.69928,-3.547,1026.94198,280.61158,41.81567,17.6565,14.256,0.273249692256227,1964.54377145178
"539",21.30167,2018-08-04 10:00:00,0.56541,-9.498,1150.41463,567.78024,62.66333,16.4715,14.211,0.493544001609229,946.220912768054
"540",24.07759,2018-08-09 10:00:00,0.90924,-12.663,1057.36308,640.46288,54.13167,14.9565,12.927,0.60571708253706,1375.51039750621
"541",25.00367,2018-08-09 11:00:00,0.80992,-10.64,935.65308,678.95056,50.585,15.16,12.905,0.725643483159378,1566.21225801895
"542",24.93967,2018-08-09 12:00:00,0.94393,-5.817,445.41478,422.58042,51.09267,15.419,12.91,0.948734615407239,1544.22225192409
"543",23.57867,2018-08-09 13:00:00,0.82865,-2.526,375.64252,341.41776,54.767,15.6355,12.916,0.90889007985571,1316.3874140745
"544",23.57867,2018-08-09 14:00:00,0.87524,-8.963,835.18438,643.76628,56.76433,15.748,12.918,0.770807375492343,1258.26038129415
"545",24.40733,2018-08-09 15:00:00,1.18868,-11.705,1092.55561,509.84432,56.01167,15.9105,12.943,0.46665296972847,1345.45110540186
"546",24.55966,2018-08-10 10:00:00,0.43574,-10.048,1091.08268,447.85018,56.47433,15.9015,13.264,0.410464017264026,1343.48271736095
"547",25.66862,2018-08-10 11:00:00,0.58463,-10.091,1161.95956,373.36971,49.55167,16.09,13.263,0.321327628648281,1663.39792635041
"548",27.63633,2018-08-10 12:00:00,0.79732,-7.293,1284.07309,528.64835,43.082,16.295,13.263,0.411696463477792,2107.01103955125
"549",28.19433,2018-08-10 13:00:00,0.76755,-10.185,1292.31833,529.68334,41.22733,16.5025,13.262,0.409870639225554,2247.56291105115
"550",28.43367,2018-08-10 14:00:00,1.24183,-8.962,1092.9977,531.81402,39.53633,16.7465,13.281,0.486564628635541,2344.6005739633
"551",27.67667,2018-08-10 15:00:00,0.80816,-5.04,529.93001,461.40818,42.821,16.9285,13.298,0.870696452914603,2121.66330814749
"552",17.61679,2018-08-15 11:00:00,0.32648,-11.185,1047.66199,444.87825,58.96667,13.109,12.185,0.424639105213696,827.001599205571
"553",17.358,2018-08-15 12:00:00,0.27296,-3.705,316.76492,287.51254,61.818,13.2975,12.173,0.9076527160899,757.064768157529
"554",21.48867,2018-08-17 13:00:00,0.76155,-9.764,719.58529,543.00697,62.223,14.179,12.136,0.754610992673294,968.406436009868
"555",19.93033,2018-08-24 10:00:00,0.60521,-10.723,961.13728,382.66649,59.63567,13.405,11.789,0.398139264767672,940.076424502829
"556",21.118,2018-08-24 11:00:00,0.68087,-10.959,1055.39485,436.64017,54.38933,13.5405,11.781,0.413722096521506,1142.9618308897
"557",22.09345,2018-08-24 12:00:00,0.69566,-11.143,1177.34367,493.57577,51.47133,13.7375,11.787,0.419228287013256,1290.81361487755
"558",22.96867,2018-08-24 13:00:00,0.82643,-7.041,1156.50677,493.75768,49.26833,13.945,11.788,0.426938858299982,1423.04181243391
"559",23.32172,2018-08-24 14:00:00,0.8516,-5.342,889.79826,496.55555,48.105,14.1555,11.795,0.558054080708137,1487.05688588072
"560",23.36333,2018-08-24 15:00:00,0.79309,-6.543,638.53849,509.37374,47.94533,14.345,11.808,0.79771814538541,1495.38115005391
"561",13.14967,2018-08-30 11:00:00,0.22702,-3.027,219.19272,219.19272,86.58167,12.175,11.475,1,203.018419119015
"562",13.53067,2018-08-30 12:00:00,0.25171,-3.805,248.33365,248.33365,84.929,12.2415,11.47,1,233.761743081232
"563",13.52033,2018-08-30 13:00:00,0.33096,-2.85,129.29505,129.29505,86.303,12.313,11.442,1,212.30699610604
"564",13.157,2018-08-30 14:00:00,0.19937,-2.145,191.58922,191.51018,93.095,12.3925,11.438,0.999587450692685,104.522222972181
"565",12.98433,2018-08-30 15:00:00,0.18369,0.989,91.81165,91.8107,94.39233,12.4565,11.428,0.999989652729256,83.9314693042722
